week,platform,total_volume,total_transactions,unique_fa2_address,unique_buyers_wallets,unique_sellers_wallets,unique_artists_wallets
2023-03-20 07:00:00+00:00,HEN,34175.70126,3873,1,1976,1928,765
2023-03-20 07:00:00+00:00,KALAMINT,67,7,1,5,5,0
2023-03-20 07:00:00+00:00,OBJKT,98493.49813,20397,3394,13266,7238,34
2023-03-20 07:00:00+00:00,RARIBLE,33.656,12,1,11,10,0
2023-03-20 07:00:00+00:00,TYPED,25.286772,54,1,13,12,3
2023-03-20 07:00:00+00:00,VERSUM,1905.2944,289,1,210,161,0
2023-03-27 07:00:00+00:00,8BIDOU,133.011,32,2,23,27,4
2023-03-27 07:00:00+00:00,8SCRIBO,0.7,1,1,1,1,1
2023-03-27 07:00:00+00:00,FXHASH,102717.2734,6208,3,2707,1473,690
2023-03-27 07:00:00+00:00,HEN,54650.72297,4395,1,1946,1976,827
2023-03-27 07:00:00+00:00,KALAMINT,102.68,13,1,8,11,1
2023-03-27 07:00:00+00:00,OBJKT,126518.0415,21018,3462,13288,7403,36
2023-03-27 07:00:00+00:00,RARIBLE,353.558,28,1,21,17,0
2023-03-27 07:00:00+00:00,TYPED,343.591888,204,1,43,20,1
2023-03-27 07:00:00+00:00,VERSUM,1578.32199,196,1,147,149,0
2023-04-03 07:00:00+00:00,8BIDOU,165.839,28,3,21,23,9
2023-04-03 07:00:00+00:00,FXHASH,84644.34032,6445,3,3004,1658,623
2023-04-03 07:00:00+00:00,HEN,35590.97326,3760,1,1916,1866,786
2023-04-03 07:00:00+00:00,KALAMINT,124.47,13,1,7,8,2
2023-04-03 07:00:00+00:00,OBJKT,104915.5652,17915,3288,12064,6849,42
2023-04-03 07:00:00+00:00,RARIBLE,204.8,14,1,12,11,0
2023-04-03 07:00:00+00:00,TYPED,47.4,16,1,13,15,2
2023-04-03 07:00:00+00:00,VERSUM,1458.03809,229,1,161,155,0
2023-04-10 07:00:00+00:00,8BIDOU,127.53,31,3,22,22,4
2023-04-10 07:00:00+00:00,8SCRIBO,0.3,1,1,1,1,1
2023-04-10 07:00:00+00:00,FXHASH,327429.6399,7428,3,3184,1780,664
2023-04-10 07:00:00+00:00,HEN,26209.14904,3895,1,1970,1960,813
2023-04-10 07:00:00+00:00,KALAMINT,132.4,23,1,12,13,0
2023-04-10 07:00:00+00:00,OBJKT,98234.28295,15379,3197,11060,6557,36
2023-04-10 07:00:00+00:00,RARIBLE,29.499,14,1,13,14,0
2023-04-10 07:00:00+00:00,TYPED,17.38,8,1,6,6,2
2023-04-10 07:00:00+00:00,VERSUM,1122.406889,203,1,150,136,0
2023-04-17 07:00:00+00:00,8BIDOU,86.187,79,3,23,46,15
2023-04-17 07:00:00+00:00,8SCRIBO,3,2,1,1,1,0
2023-04-17 07:00:00+00:00,FXHASH,208593.2591,6482,3,2839,1673,633
2023-04-17 07:00:00+00:00,HEN,26395.87567,3709,1,1890,1803,731
2023-04-17 07:00:00+00:00,KALAMINT,45.6,7,1,5,5,0
2023-04-17 07:00:00+00:00,OBJKT,86111.09126,17513,3244,12318,6785,34
2023-04-17 07:00:00+00:00,RARIBLE,74.289,33,1,31,23,0
2023-04-17 07:00:00+00:00,TYPED,24.549444,17,1,13,12,3
2023-04-17 07:00:00+00:00,VERSUM,1855.1997,283,1,212,162,0
2023-04-24 07:00:00+00:00,8BIDOU,350.952,47,2,28,27,4
2023-04-24 07:00:00+00:00,8SCRIBO,4.5,3,1,3,3,0
2023-04-24 07:00:00+00:00,FXHASH,125650.2615,4131,3,2045,1436,586
2023-04-24 07:00:00+00:00,HEN,31952.23035,4285,1,2095,1976,828
2023-04-24 07:00:00+00:00,KALAMINT,166.378889,11,1,5,5,1
2023-04-24 07:00:00+00:00,OBJKT,112948.885,20236,3662,14319,7687,25
2023-04-24 07:00:00+00:00,RARIBLE,42.4,10,1,9,9,0
2023-04-24 07:00:00+00:00,TYPED,51.121,27,1,16,17,8
2023-04-24 07:00:00+00:00,VERSUM,2209.95335,286,1,221,192,0
2023-05-01 07:00:00+00:00,8BIDOU,1336.934904,59,3,32,29,9
2023-05-01 07:00:00+00:00,8SCRIBO,2.2,3,1,3,3,3
2023-05-01 07:00:00+00:00,FXHASH,106351.4785,3633,3,1787,1351,556
2023-05-01 07:00:00+00:00,HEN,43074.66267,4437,1,2028,1984,775
2023-05-01 07:00:00+00:00,KALAMINT,168.1788,11,1,11,11,0
2023-05-01 07:00:00+00:00,OBJKT,125738.6161,20359,3821,14184,8027,37
2023-05-01 07:00:00+00:00,RARIBLE,79.23588,43,1,30,18,0
2023-05-01 07:00:00+00:00,TYPED,145.813,67,1,24,18,3
2023-05-01 07:00:00+00:00,VERSUM,1475.688111,237,1,170,166,0
2023-05-08 07:00:00+00:00,8BIDOU,249.268888,69,3,41,40,13
2023-05-08 07:00:00+00:00,8SCRIBO,10,4,1,4,4,4
2023-05-08 07:00:00+00:00,FXHASH,86523.93859,4650,3,2150,1510,607
2023-05-08 07:00:00+00:00,HEN,33093.91717,5783,1,2346,2497,1071
2023-05-08 07:00:00+00:00,KALAMINT,152.72,13,1,11,11,0
2023-05-08 07:00:00+00:00,OBJKT,188011.9304,23712,4466,17166,9069,37
2023-05-08 07:00:00+00:00,RARIBLE,75.95076,46,1,30,20,0
2023-05-08 07:00:00+00:00,TYPED,49.206648,19,1,14,14,4
2023-05-08 07:00:00+00:00,VERSUM,1493.97897,308,1,215,213,0
2023-05-15 07:00:00+00:00,8BIDOU,0.51,2,1,2,2,1
2023-05-15 07:00:00+00:00,FXHASH,2014.577,189,3,97,93,42
2023-05-15 07:00:00+00:00,HEN,1540.913058,320,1,139,164,77
2023-05-15 07:00:00+00:00,KALAMINT,9,1,1,1,1,0
2023-05-15 07:00:00+00:00,OBJKT,5673.627138,1148,524,747,553,1
2023-05-15 07:00:00+00:00,RARIBLE,0.9,2,1,1,1,0
2023-05-15 07:00:00+00:00,TYPED,1,10,1,1,1,1
2023-05-15 07:00:00+00:00,VERSUM,27.568888,11,1,8,10,0
